paste_count_10s,copy_count_10s,rightclick_count_10s,tab_switch_count_10s,selection_count_10s,mousemove_count_10s,keydown_count_10s,iki_mean_10s,iki_std_10s,event_rate_10s,label
3,0,0,1,2,74,49,130.5682146699845,13.740307195801464,12.6,1
2,1,2,3,2,90,56,128.6209398963298,10.011549990668057,14.9,1
0,2,0,0,0,102,113,202.4344231591842,38.32569910773227,21.5,0
3,2,1,4,4,73,46,95.00395103664555,15.226777366237899,12.4,1
2,0,0,7,7,74,63,63.780521081141366,8.310795227732786,13.9,1
0,0,1,0,0,144,112,130.6086830051176,46.33118827508224,25.6,0
0,0,0,0,0,104,83,203.05654314626824,46.278779500708026,18.7,0
0,0,1,0,0,142,93,159.60202950602468,37.6946574091976,23.5,0
0,0,0,0,1,108,95,248.6741430553807,68.3474967578626,20.3,0
0,0,0,0,2,127,93,124.29675494870413,33.33192609460369,22.0,0
0,0,0,0,2,114,93,187.8255395407025,32.58278186677717,20.7,0
0,0,0,0,0,100,107,182.411588032291,49.23038901116886,20.7,0
2,1,1,1,0,88,58,114.89006941307989,13.402008318090212,14.9,1
0,0,0,0,2,141,87,184.1539292714797,44.290093335608226,22.8,0
2,1,0,4,3,60,43,103.0033382799273,12.516380099331256,10.6,1
0,0,0,0,0,127,92,152.85619484469547,48.225239899620675,21.9,0
0,0,0,0,0,121,95,182.53122821307053,63.02426021584346,21.6,0
1,1,1,0,2,57,65,136.06515216996036,7.320506467884907,12.4,1
2,0,3,2,0,96,73,157.05600732937404,10.086962932002805,17.1,1
0,0,1,0,0,104,68,256.0444983173494,54.55406712169023,17.2,0
0,0,0,0,2,126,80,128.20635722423881,51.479126003172944,20.6,0
2,0,0,3,5,56,79,109.49404870203689,3.1354537249622627,13.7,1
0,0,0,0,0,144,88,190.26887410802536,57.28264419172118,23.2,0
0,0,0,0,0,150,69,169.37045297376207,43.09615673084665,21.9,0
0,0,1,0,0,115,98,128.50446217978254,40.74136444229434,21.3,0
0,0,0,0,0,152,81,207.4688635097947,37.981000022516646,23.3,0
0,0,0,0,1,153,70,161.20192990862037,39.21116648330833,22.3,0
0,1,1,2,7,87,55,108.85082012869526,20.97034900540565,14.3,1
3,1,1,2,4,81,52,95.2015036406471,12.264858224503206,13.7,1
3,1,0,2,7,103,50,72.95442085024368,19.24060466075578,15.7,1
2,1,0,2,6,61,67,117.6243521722528,11.392066533124158,13.1,1
0,3,1,4,0,68,70,108.24513820359047,13.41872768801747,14.1,1
0,0,0,1,1,141,85,209.31535037989931,39.530761757786074,22.6,0
2,1,3,4,2,90,44,140.05937975083134,15.03447002423896,13.7,1
0,0,0,0,0,125,129,147.7896457391483,26.72200940961745,25.4,0
0,0,0,1,0,106,82,180.6233742835388,41.53346356386233,18.8,0
0,0,0,0,2,112,68,172.35707765952478,42.63639744822824,18.0,0
0,0,0,0,0,132,80,231.2117280716755,42.69877575481232,21.2,0
0,1,0,0,2,160,86,164.09168631699976,44.31713702496585,24.6,0
0,0,0,0,0,129,83,234.8647150978374,39.35171585220894,21.2,0
1,2,1,5,2,72,75,70.497142766205,12.41586245033714,15.0,1
0,0,0,0,3,94,86,225.7773577387756,25.479202134629197,18.0,0
2,1,1,3,4,98,57,108.14076508151838,12.033003546979359,15.8,1
1,0,2,0,0,78,55,108.61476050125741,3.1394553069223523,13.4,1
2,0,4,1,1,115,77,136.46504443458733,6.9476336774792635,19.4,1
0,0,0,0,1,113,79,232.967274587799,38.335761904583045,19.2,0
0,0,0,0,1,129,83,125.91907279360262,42.573008057431494,21.2,0
1,2,0,0,4,84,71,113.35889422222868,4.2966945274006045,15.8,1
0,1,0,1,1,116,90,143.14291069569563,45.28311780848037,20.6,0
0,0,0,1,3,127,89,240.78283045044054,24.65513601969843,21.6,0
0,0,0,0,2,149,69,112.41864148303324,47.43188219086632,21.8,0
1,1,1,0,1,80,59,88.71239264737378,7.3611687628709985,14.1,1
3,1,1,3,6,82,54,84.54111694061652,22.141417053536216,14.0,1
5,0,1,0,4,62,58,74.65432182599815,10.47724682376894,12.5,1
0,0,0,0,0,91,124,169.77830066029543,37.70768023923079,21.5,0
1,0,0,3,2,78,52,56.21854519266324,1.7028363756895288,13.1,1
0,1,0,0,1,97,99,190.92248210180819,29.695077564322343,19.6,0
0,1,0,0,1,105,91,214.46805770359745,42.84915330348699,19.6,0
1,0,0,0,1,133,102,207.4735009521812,23.86195972678109,23.5,0
0,0,0,0,2,118,111,212.65561102631057,46.163390244982,22.9,0
0,1,0,1,3,66,63,119.8042526306001,24.33122691310094,13.0,1
0,1,0,0,2,139,102,231.08530653190627,37.47776478831459,24.1,0
0,0,0,0,1,142,71,142.85137047334237,34.221775981002395,21.3,0
1,1,1,4,1,80,69,129.37252895790778,9.598923101166967,15.1,1
2,2,2,0,2,61,77,147.39937053805704,4.866316966278752,14.2,1
3,2,0,0,4,79,43,86.7474524331451,12.825288773234785,12.7,1
0,0,0,0,1,137,105,157.5127847912655,32.930941675436,24.2,0
0,1,1,0,0,113,104,227.65924930786153,39.809242475488574,21.7,0
4,0,2,1,4,96,74,126.22313816762836,7.859897952109325,17.4,1
0,1,0,0,0,113,88,166.53503707491004,27.186175502459843,20.1,0
4,1,0,0,5,54,49,142.70265914603664,16.931492847507396,10.8,1
0,0,0,0,1,71,68,179.42403354454643,34.25197391082237,13.9,0
3,0,0,1,1,107,66,75.4711435140355,17.40105744344116,17.6,1
0,0,0,0,1,159,76,217.43558468155385,35.1261292704189,23.5,0
0,3,0,1,1,67,68,85.91458403543356,21.01341934220921,13.8,1
4,2,0,1,1,83,66,132.45153676060244,8.884539735383363,15.5,1
7,2,1,4,4,89,55,75.2431480522883,9.979491670151875,15.3,1
2,1,0,4,3,83,69,120.412463706377,11.543809646751033,15.5,1
0,1,0,1,0,133,80,193.23376770536515,31.08201293670166,21.3,0
1,0,0,0,0,162,123,235.76694612588366,43.95986863081916,28.5,0
0,0,0,0,1,110,89,131.19970063310774,41.83548762214974,19.9,0
1,2,3,3,5,66,60,136.52502816454466,0.5960966653514106,12.9,1
3,1,0,2,2,85,57,135.88315865750604,17.77272917505786,14.6,1
3,2,3,3,2,75,49,145.94443504927787,9.184129029501285,12.9,1
0,0,0,0,0,110,102,242.28370066030328,43.65751137856563,21.2,0
1,0,0,0,0,109,91,190.1135215936193,52.92221713940225,20.0,0
1,1,0,0,2,147,76,163.04101086405075,30.63930400687029,22.3,0
0,0,0,0,1,119,105,169.31748466525679,21.367997015044033,22.4,0
2,0,0,0,1,78,74,92.63711878533515,18.982893700225613,15.4,1
2,1,1,1,3,61,60,105.64140115052852,0.4912959943233819,12.4,1
1,0,0,1,4,69,52,160.28254249326352,1.3608910509986476,12.2,1
1,0,0,1,4,69,56,68.19448384431593,9.602095170917512,12.6,1
4,0,0,2,3,55,60,101.87384861911006,12.262405194633457,11.9,1
1,1,0,2,1,96,75,97.94551600330703,3.9855505164034373,17.3,1
3,1,0,2,4,62,65,154.3998772427572,21.351187376429085,13.1,1
0,0,0,0,1,113,92,98.14017687224953,46.72885792528263,20.5,0
4,1,1,2,6,63,59,89.03537078148565,14.655559340422684,12.7,1
0,0,1,3,3,97,47,112.52175562578107,12.320637773493964,14.4,1
0,1,0,0,1,125,129,200.3144046592064,44.74788504392801,25.4,0
0,1,0,0,1,106,87,139.18831468865997,67.46901585931295,19.3,0
0,0,0,0,1,130,75,166.29265848681672,26.179501495808026,20.5,0
1,0,0,0,1,108,88,163.7945993419618,42.87141129342807,19.6,0
0,0,0,0,2,122,94,204.61741542670842,26.5578044694009,21.6,0
4,0,1,3,4,71,55,75.72596661540055,20.031570100853777,13.0,1
0,0,0,0,1,105,130,241.18924454415773,35.48010681364889,23.5,0
3,1,2,3,2,91,58,101.09601473108634,11.004532175248395,15.3,1
2,0,1,2,4,72,62,127.07190824034865,17.782507295373403,13.6,1
0,0,0,0,0,84,88,206.22396070914024,40.56618648623743,17.2,0
0,0,0,0,2,131,92,136.82273843347255,38.29640024760237,22.3,0
0,0,0,0,0,81,51,139.6875750745482,23.6628128855975,13.2,0
0,0,0,1,1,104,86,201.72491103913944,27.726736953109047,19.0,0
1,0,0,0,1,126,80,213.3672974010245,59.38079229312577,20.6,0
2,1,1,2,6,75,68,133.9873764690296,12.874689209180717,14.6,1
3,1,2,4,2,86,43,118.78031515503196,0.3868209998684691,13.3,1
0,0,0,0,0,120,93,138.59256177173924,42.99478037108099,21.3,0
0,1,0,0,0,118,82,240.91448750936632,33.06504591234234,20.0,0
0,0,0,0,2,129,77,211.34341155612748,31.318012018226028,20.6,0
2,0,0,3,4,71,57,94.63640975472782,7.084463222697445,13.0,1
0,0,0,0,0,134,64,188.53943779634653,36.2825052317467,19.8,0
2,0,0,2,5,83,57,119.41932640822928,15.00432884507381,14.2,1
0,0,0,0,0,146,95,169.0785601730685,34.09194425612338,24.1,0
0,0,0,0,0,146,74,158.83427449607348,29.631507596653755,22.0,0
3,2,0,1,2,84,55,105.38016635693234,6.576461594677141,14.4,1
1,0,1,0,2,112,83,204.26945460740245,52.67009422439493,19.5,0
0,0,0,0,1,157,93,193.6983566409606,54.4333200648213,25.0,0
3,0,1,5,3,82,38,102.57771351078611,8.791634676061825,12.3,1
0,0,0,0,2,119,92,217.8417889778305,41.211855802510584,21.1,0
2,1,1,2,1,54,52,80.75785997421377,7.879364162315949,10.9,1
0,0,0,1,0,125,95,161.85256214471076,25.648194610886144,22.0,0
0,0,0,0,1,115,94,171.91082361723198,34.831043378583274,20.9,0
0,0,0,0,0,93,91,178.03825018035377,35.57623305969807,18.4,0
0,1,1,3,4,97,61,148.95196532699327,15.207397326735197,15.9,1
0,0,0,0,0,114,96,163.8037655886489,41.99012301183068,21.0,0
0,0,1,0,1,109,48,151.2859270106814,34.049178768624685,15.7,0
7,3,0,2,7,89,72,83.22832161604592,22.083383772408105,17.1,1
0,0,0,0,1,71,96,152.93367659310397,33.94987860395349,16.7,0
3,1,0,2,5,86,79,103.10990218551646,13.157787442292417,16.9,1
0,0,0,0,0,85,71,192.97565150449037,44.82561026698864,15.6,0
0,0,2,0,2,90,112,201.27411116948008,36.84302126477029,20.2,0
2,1,1,2,1,98,63,124.93697846828228,10.29479269964173,16.4,1
0,0,0,0,1,127,83,167.63052655966527,36.20381063995296,21.0,0
0,0,0,0,0,128,86,217.18093396132758,33.72589670719289,21.4,0
1,3,0,4,3,85,63,90.24509211217712,4.711428467554767,15.2,1
0,1,0,0,1,117,76,166.0144629063627,61.004792610944776,19.3,0
6,0,1,5,2,88,65,77.65964342416984,10.249045710371167,15.9,1
0,1,0,0,1,156,110,189.8000357436906,37.63623898073424,26.6,0
0,0,0,0,0,111,83,189.9669906996926,59.773857452659925,19.4,0
0,0,0,0,0,122,85,226.21902940164375,48.660329012283896,20.7,0
0,0,1,0,0,117,81,136.57563655951313,51.89375942027417,19.8,0
3,0,1,4,7,62,57,84.86554763060613,12.897337436180553,12.2,1
0,1,0,0,1,97,98,184.22642245992,42.42847469842534,19.5,0
0,1,0,0,1,127,116,157.21040266893897,35.61047118498443,24.3,0
2,1,0,1,5,56,67,82.39881390845031,10.441626413139952,12.6,1
2,0,1,2,2,74,56,132.6346067776258,8.165184046317867,13.2,1
0,2,0,2,4,85,56,125.33192829778329,10.74444854936968,14.3,1
0,0,0,1,2,134,114,193.9433929860331,46.797441678586715,24.8,0
0,0,0,0,0,125,79,260.4486436075816,52.716460875043836,20.4,0
0,0,0,0,0,128,88,201.9591230630204,42.32782324551956,21.6,0
0,0,0,0,1,136,85,204.44215668305378,47.04126758097546,22.1,0
4,3,4,2,2,88,50,134.09805962233597,18.979829610521207,14.5,1
0,0,1,0,3,131,87,152.18088620823127,60.38441661887809,21.8,0
0,1,1,2,3,81,54,113.93858379280178,6.028231662267193,13.6,1
3,1,2,1,7,83,69,96.57923974417788,18.24160343272508,15.6,1
0,0,0,0,2,110,92,207.73782968116063,52.92067461826832,20.2,0
0,0,0,1,5,71,64,76.35284110630387,8.11023203520607,13.5,1
0,0,0,0,1,158,83,186.62587164383038,30.79206705978386,24.1,0
0,0,1,0,1,142,105,149.72083130174002,34.46954649052778,24.7,0
0,1,1,1,0,167,71,183.89672307283746,46.76373897019868,23.8,0
3,0,1,0,3,80,66,147.8116300177519,13.073770835487892,14.9,1
0,0,0,0,2,133,78,152.9067109164124,38.26406088595679,21.1,0
3,2,2,2,1,93,66,140.6234657220713,9.915187123664026,16.4,1
0,0,0,0,3,146,101,187.94033481708283,42.164945108129466,24.7,0
0,0,0,0,1,139,89,200.05333331714266,37.2958651942603,22.8,0
0,0,0,0,2,137,73,233.41753466683184,49.8663893555638,21.0,0
2,2,3,4,6,96,68,141.10194567688373,7.017586969938245,16.8,1
0,0,0,0,0,139,79,149.35959922596086,32.59614669521423,21.8,0
1,2,2,3,6,74,62,75.76787137206247,16.250550779171633,13.9,1
0,0,0,0,1,88,94,176.41669970786887,31.033169948097807,18.2,0
1,1,1,1,5,104,56,90.52909998504482,11.392960536560436,16.2,1
2,1,1,3,6,78,64,70.02499150554206,23.567763512401754,14.5,1
1,3,1,3,5,101,66,111.17311378907459,13.28389071783784,17.1,1
0,0,0,0,1,134,79,201.06592482365122,46.17097753198827,21.3,0
2,0,3,3,4,62,68,126.59695400042271,11.065809713768033,13.2,1
0,0,0,0,1,121,96,111.64547620078615,37.3067541603144,21.7,0
2,0,0,2,6,71,81,113.59208913800433,26.514070430077126,15.4,1
0,0,0,0,1,114,103,238.88099468311904,35.308064177812405,21.7,0
0,0,0,0,0,129,63,124.1505553228682,41.83493002401549,19.2,0
2,1,1,1,4,68,65,89.23980992773184,16.037385444315767,13.6,1
1,0,0,0,1,109,86,234.70048516484155,39.40938550194225,19.5,0
0,0,0,0,0,95,54,117.62489312763418,41.31346187422221,14.9,0
0,0,0,0,0,103,79,191.78146224192113,15.10878480261087,18.2,0
0,2,0,0,1,119,98,161.36159206956128,52.2422742617223,21.7,0
2,2,0,1,3,91,65,132.57493674617695,1.259900582813028,16.0,1
1,0,0,0,0,137,91,134.98771993221754,34.07120673473433,22.8,0
0,0,0,0,1,75,122,183.5071998483749,34.7548231562339,19.7,0
0,1,0,0,0,118,97,165.11664930731473,26.747930582063333,21.5,0
1,1,3,2,6,68,78,103.75391284199566,10.07798672211749,14.8,1
1,2,0,0,1,123,105,192.3584009628183,38.858854489022775,22.8,0
1,0,0,0,0,96,84,139.61360334299872,58.253792077412925,18.0,0
2,0,0,1,4,81,63,60.89989349875114,7.446081414637435,14.6,1
0,2,0,3,4,98,63,103.03739933634104,19.65227126198048,16.3,1
1,1,1,0,0,126,89,190.08145496758024,32.553132273060754,21.5,0
0,0,0,0,0,87,97,102.14858904354472,51.5837011043844,18.4,0
3,1,1,2,6,101,57,125.36188616085015,6.959237583390044,16.2,1
3,1,1,3,1,88,71,94.02182928395587,12.793761284596131,16.3,1
2,1,0,0,2,70,47,87.42767911884093,7.299629086774376,12.0,1
0,0,0,0,1,145,106,185.01425307686097,38.4036256010231,25.1,0
0,0,0,0,0,127,96,133.5421919277868,54.6498725113031,22.3,0
4,0,3,3,2,79,48,85.84944773010025,17.921068272726515,13.1,1
2,1,2,2,1,119,65,104.12976140465992,19.246896022710512,18.7,1
0,0,0,0,0,133,92,168.90932366445617,52.054305536596004,22.5,0
0,0,1,1,3,67,59,96.76558709733584,7.522078751451865,12.6,1
3,1,1,2,2,94,72,102.94906981143272,11.003696980677942,17.0,1
0,0,0,0,2,117,76,236.8891027329572,42.482341148698794,19.3,0
4,3,1,1,4,75,68,104.62111708224492,15.958753637934233,15.0,1
2,0,1,2,3,71,44,84.75253656423207,3.1347520149260095,11.7,1
0,0,0,0,1,89,68,192.02464926615136,25.251053550277522,15.7,0
2,1,1,1,2,60,59,104.56617195413712,0.4299046904888719,12.2,1
0,0,0,0,0,98,140,247.5368118966557,34.82819946900074,23.8,0
0,0,0,0,1,126,66,162.66802391435976,41.20814849698289,19.2,0
0,0,0,0,0,109,80,160.5392662202604,38.90452124408372,18.9,0
3,1,0,3,3,74,69,107.78541013608253,9.287462848435645,14.7,1
1,1,1,3,2,90,53,92.57461912331345,11.79946134691534,14.5,1
2,1,0,0,0,75,54,147.0189520080189,12.66568730093885,13.2,1
0,0,0,0,0,132,96,90.92049004297918,24.32109162993691,22.8,0
0,1,0,3,2,76,71,140.06367757313822,12.96333987298444,14.8,1
0,0,0,1,3,114,88,174.98440789731893,52.474225980462805,20.2,0
1,0,0,0,0,120,91,172.84502147356068,35.002594088179954,21.1,0
2,3,1,3,3,75,78,130.87131852376774,12.200056265081603,15.8,1
0,0,0,0,0,120,99,213.30707205672167,45.96059636575828,21.9,0
1,0,2,0,2,83,63,116.91620391008247,0.20290558398179215,14.7,1
0,0,0,0,1,108,66,129.3802014806373,49.2698893647618,17.4,0
0,0,0,0,1,87,92,136.09249503069086,52.110437434329185,17.9,0
1,0,0,0,3,104,90,188.57998120354947,33.6064969918132,19.4,0
0,0,0,0,0,119,79,150.67574404777798,49.13341239841605,19.8,0
0,2,2,0,1,44,47,71.22769801742635,16.136572752503724,9.3,1
5,1,0,2,3,95,64,152.21616761330407,7.6012322865437065,16.5,1
1,0,0,0,0,132,93,141.96671162370114,21.937708736492954,22.5,0
0,0,0,0,0,121,74,131.0650981009441,54.30560758269814,19.5,0
0,0,0,0,0,112,81,160.4336105479068,43.70439961891699,19.3,0
2,2,0,0,5,61,61,85.22062595722424,15.68148943966182,12.6,1
0,0,0,0,1,124,102,275.2563469956694,39.800659626598815,22.6,0
0,0,0,1,6,162,95,255.88554332771503,27.999679216871233,25.7,0
0,0,0,0,1,69,93,192.18098894898634,41.85867011329877,16.2,0
0,1,0,0,1,151,89,228.72984712517712,45.497512226270814,24.0,0
2,2,0,5,2,84,65,103.29567186550271,12.092642565079565,15.3,1
0,0,0,0,1,126,74,220.14703873770932,43.9674041212963,20.0,0
0,1,0,0,2,103,84,183.65652169257325,50.33717251105922,18.7,0
0,0,0,0,0,125,90,240.4597917509053,35.46785106671789,21.5,0
0,0,0,0,0,143,101,179.37260689669486,45.67647713292054,24.4,0
0,0,0,0,1,116,78,225.42623254046853,63.754241666595306,19.4,0
0,0,0,0,3,124,91,224.7638322532207,50.02286933095664,21.5,0
2,2,3,0,2,93,46,90.44982462119873,10.739182200969196,14.3,1
1,0,0,0,0,142,82,143.7711050041149,51.26611799324221,22.4,0
0,0,0,0,2,104,85,198.92043675080822,44.48392642518,18.9,0
0,0,0,0,2,96,106,190.1291794849455,30.249380248669205,20.2,0
0,0,0,0,2,118,89,147.28280070602517,30.741219078990888,20.7,0
0,0,1,1,0,106,98,117.38887372193898,40.1507552197589,20.4,0
0,2,1,0,2,99,89,222.23099586421787,33.278449040040314,18.8,0
0,1,0,0,1,125,99,207.77886308066255,43.88005669409594,22.4,0
0,0,0,0,1,132,71,122.58851577326627,45.6669410872605,20.3,0
0,0,0,0,2,123,89,222.44827860003744,30.86628628217067,21.2,0
5,0,4,2,3,77,60,157.03104073036204,21.81808905331976,14.2,1
1,0,0,0,3,98,83,168.85560202567933,39.660846219287045,18.1,0
0,0,0,0,0,166,76,211.88927870583646,50.85044840128088,24.2,0
0,0,1,0,1,110,114,225.0066532099137,46.33173990822898,22.4,0
0,0,0,0,2,110,79,139.98950926076407,42.29878332812663,18.9,0
0,0,0,0,0,150,98,189.5696519324867,36.47171484845748,24.8,0
0,0,0,0,0,138,69,241.22586021797963,41.53532670091545,20.7,0
0,0,0,0,0,127,74,216.75756792684967,29.405730173951582,20.1,0
0,0,0,0,1,130,88,122.00291754815751,52.68773938022364,21.8,0
0,0,0,0,0,106,100,161.90651816235032,45.77790985847113,20.6,0
0,0,0,0,0,130,117,185.83405163653978,49.69126401819355,24.7,0
0,2,2,1,2,111,54,65.48358799397633,11.879275353950487,16.7,1
0,0,2,2,4,78,65,97.48134902321424,15.348530183932091,14.3,1
0,0,0,2,5,78,62,128.09521662142106,14.31686641917383,14.0,1
0,1,0,0,0,142,50,144.9151560817322,50.19250472461481,19.2,0
0,0,0,0,0,107,75,175.96286328948153,41.717071840955214,18.2,0
0,1,0,0,0,101,66,209.7223340376197,42.54093300963405,16.7,0
0,0,0,0,0,126,111,157.3829902802156,30.947239100109286,23.7,0
0,1,0,0,1,94,91,119.47204688656603,34.94853294130102,18.5,0
3,0,0,1,2,83,61,117.24209582595444,14.908665671061126,14.7,1
3,3,2,1,7,64,56,132.4063446966236,14.442389811218515,12.6,1
1,0,0,0,1,120,82,175.2933616060224,16.31214931998054,20.2,0
0,0,0,0,0,119,86,161.34075319229436,28.199660561877216,20.5,0
0,0,0,0,2,139,136,153.44025660683707,38.47960258015856,27.5,0
1,2,3,3,5,97,76,95.9406808128796,7.8294824163869405,17.6,1
0,0,0,0,1,107,86,126.81835482120968,29.965821044378814,19.3,0
2,0,0,2,4,75,50,136.37569194575985,16.27655162218134,12.7,1
2,3,1,1,4,72,67,105.20632473513973,11.189825378583912,14.4,1
1,0,2,2,1,55,58,97.68961358655463,9.550603726394149,11.4,1
0,0,0,0,0,148,107,180.3494317584576,58.19801186573172,25.5,0
0,0,0,0,1,96,57,212.56920467171145,34.178200710946165,15.3,0
0,1,2,0,2,108,86,205.5092608210807,57.06779901636086,19.4,0
0,0,1,0,2,114,97,132.88907249046028,58.52612034990396,21.1,0
0,0,0,0,0,134,81,128.3321962882718,52.34743683639082,21.5,0
0,0,0,0,1,143,82,218.89187413216968,37.863226338632685,22.5,0
0,2,0,0,0,119,77,110.60802350399419,31.52309391929878,19.6,0
0,0,0,0,3,145,84,200.30975406233182,45.50859055749363,22.9,0
0,0,1,0,0,114,74,246.28693930248187,29.24015721222984,18.8,0
0,0,0,0,2,129,125,166.46233238511866,25.079883205905134,25.4,0
1,1,1,5,2,81,68,83.37782494648204,15.807158806321649,15.1,1
0,0,0,0,2,123,87,201.2581281924485,31.515108697560457,21.0,0
0,0,0,0,0,86,80,169.7505687686031,45.641066997024275,16.6,0
2,1,1,2,4,90,59,98.02597860338611,11.136027379301986,15.2,1
2,0,0,2,4,94,47,120.5791498533982,3.7072877099172867,14.3,1
1,0,0,0,1,120,83,154.04775148514233,57.00019303518182,20.3,0
0,0,0,0,1,136,70,163.5412760943815,55.784936317633274,20.6,0
3,2,3,1,3,76,77,139.63321664856218,7.397988163730908,15.8,1
0,0,0,0,0,107,82,166.63121024040922,24.461991829028094,18.9,0
3,0,2,1,3,91,61,120.37594662621619,7.071131813068808,15.5,1
1,0,2,4,3,82,50,150.76553124365822,20.40304744334176,13.3,1
0,0,0,0,0,127,88,169.55372141159862,50.042596987981796,21.5,0
0,0,0,0,3,102,72,185.5770296254734,43.26178606106866,17.4,0
2,1,2,0,6,67,60,82.84538418238263,13.615920779089205,13.0,1
8,0,0,1,1,100,56,106.33023377497284,13.204353374960828,16.4,1
